year,month,day,dep_time,sched_dep_time,arr_time,sched_arr_time,carrier,flight,tailnum,origin,dest,air_time,distance,name
2013,1,15,1736,1745,2028,2042,B6,547,N520JB,EWR,PBI,146,1023,JetBlue Airways
2013,1,15,1736,1735,1927,1922,B6,1111,N192JB,JFK,RDU,86,427,JetBlue Airways
2013,1,15,1737,1729,1919,1902,EV,4480,N16183,EWR,PIT,65,319,ExpressJet Airlines Inc.
2013,1,15,1737,1640,1957,1816,EV,4485,N26545,EWR,RDU,95,416,ExpressJet Airlines Inc.
2013,1,15,1737,1745,1948,1953,DL,2331,N966DL,LGA,DTW,94,502,Delta Air Lines Inc.
2013,1,15,1739,1725,2129,2023,UA,1134,N11206,EWR,IAH,251,1400,United Air Lines Inc.
2013,1,15,1741,1745,2105,2120,AA,177,N332AA,JFK,SFO,359,2586,American Airlines Inc.
2013,1,15,1741,1745,2047,2117,DL,1394,N3758Y,JFK,PDX,345,2454,Delta Air Lines Inc.
2013,1,15,1744,1745,2119,2055,AA,785,N3HUAA,LGA,DFW,224,1389,American Airlines Inc.
2013,1,15,1745,1753,2054,2105,UA,535,N502UA,JFK,LAX,337,2475,United Air Lines Inc.
2013,1,15,1749,1750,1905,1908,B6,1307,N178JB,JFK,IAD,55,228,JetBlue Airways
2013,1,15,1750,1759,2040,2014,EV,4397,N14143,EWR,MCI,195,1092,ExpressJet Airlines Inc.
2013,1,15,1750,1755,2106,2053,B6,391,N561JB,LGA,MCO,147,950,JetBlue Airways
2013,1,15,1751,1800,1942,1939,UA,691,N405UA,LGA,ORD,141,733,United Air Lines Inc.
2013,1,15,1752,1755,2053,2109,B6,989,N569JB,JFK,FLL,158,1069,JetBlue Airways
2013,1,15,1752,1800,1917,1913,US,2185,N766US,LGA,DCA,52,214,US Airways Inc.
2013,1,15,1754,1800,1959,2006,US,373,N642AW,JFK,CLT,102,541,US Airways Inc.
2013,1,15,1754,1800,1913,1910,WN,808,N349SW,EWR,BWI,42,169,Southwest Airlines Co.
2013,1,15,1756,1750,2109,2102,UA,1228,N16732,EWR,SAN,338,2425,United Air Lines Inc.
2013,1,15,1758,1810,2117,2130,AA,1611,N3EBAA,LGA,MIA,157,1096,American Airlines Inc.
2013,1,15,1758,1800,2035,2058,B6,9,N807JB,JFK,MCO,136,944,JetBlue Airways
2013,1,15,1758,1800,2106,2043,DL,1047,N623DL,LGA,ATL,129,762,Delta Air Lines Inc.
2013,1,15,1758,1800,1919,1913,US,2138,N951UW,LGA,BOS,33,184,US Airways Inc.
2013,1,15,1758,1758,2006,1935,UA,364,N447UA,EWR,ORD,141,719,United Air Lines Inc.
2013,1,15,1758,1810,2005,1945,MQ,4484,N739MQ,LGA,BNA,139,764,Envoy Air
2013,1,15,1759,1800,1849,1915,B6,1016,N307JB,JFK,BOS,32,187,JetBlue Airways
2013,1,15,1759,1805,2003,1955,MQ,4626,N522MQ,LGA,CMH,84,479,Envoy Air
2013,1,15,1801,1808,1948,1949,UA,1053,N39728,EWR,CLE,77,404,United Air Lines Inc.
2013,1,15,1803,1730,2108,2050,AA,543,N399AA,JFK,MIA,156,1089,American Airlines Inc.
2013,1,15,1805,1815,1941,1958,9E,4019,N8505Q,JFK,RIC,55,288,Endeavor Air Inc.
2013,1,15,1806,1815,2010,2037,9E,3424,N935XJ,JFK,DTW,93,509,Endeavor Air Inc.
2013,1,15,1806,1815,2037,2026,DL,2019,N377NW,LGA,MSP,164,1020,Delta Air Lines Inc.
2013,1,15,1806,1810,2114,2104,UA,477,N493UA,EWR,LAS,310,2227,United Air Lines Inc.
2013,1,15,1806,1810,2129,2147,UA,594,N535UA,EWR,PHX,287,2133,United Air Lines Inc.
2013,1,15,1806,1800,2133,2104,UA,1139,N15712,EWR,DFW,234,1372,United Air Lines Inc.
2013,1,15,1808,1810,2028,2037,9E,3542,N933XJ,JFK,MSP,176,1029,Endeavor Air Inc.
2013,1,15,1809,1810,2130,2120,UA,1292,N39461,EWR,FLL,157,1065,United Air Lines Inc.
2013,1,15,1810,1808,2120,2106,UA,1269,N77530,EWR,PBI,149,1023,United Air Lines Inc.
2013,1,15,1811,1820,2142,2150,AA,119,N3EAAA,EWR,LAX,344,2454,American Airlines Inc.
2013,1,15,1811,1815,2126,2130,AS,7,N402AS,EWR,SEA,341,2402,Alaska Airlines Inc.
2013,1,15,1813,1815,2112,2050,DL,926,N301DQ,EWR,ATL,131,746,Delta Air Lines Inc.
2013,1,15,1816,1815,1930,1952,9E,4277,N8488D,JFK,ORF,57,290,Endeavor Air Inc.
2013,1,15,1817,1819,1930,1932,EV,4520,N17159,EWR,PWM,44,284,ExpressJet Airlines Inc.
2013,1,15,1820,1827,2104,2049,UA,612,N446UA,EWR,DEN,240,1605,United Air Lines Inc.
2013,1,15,1822,1825,1954,1935,US,1860,N756US,LGA,PHL,38,96,US Airways Inc.
2013,1,15,1822,1830,2122,2202,UA,272,N518UA,JFK,SFO,340,2586,United Air Lines Inc.
2013,1,15,1822,1830,2014,2015,MQ,4674,N528MQ,LGA,CLE,76,419,Envoy Air
2013,1,15,1823,1815,1941,1939,UA,1703,N12218,EWR,BOS,32,200,United Air Lines Inc.
2013,1,15,1824,1830,2157,2205,AA,269,N3JHAA,JFK,SEA,362,2422,American Airlines Inc.
2013,1,15,1825,1840,2039,2049,DL,2131,N370NB,LGA,DTW,89,502,Delta Air Lines Inc.
2013,1,15,1825,1819,2135,2138,UA,593,N848UA,EWR,SNA,321,2434,United Air Lines Inc.
2013,1,15,1827,1835,1931,1950,MQ,3944,N688MQ,JFK,BWI,45,184,Envoy Air
2013,1,15,1827,1830,2211,2148,UA,1165,N14250,EWR,LAX,344,2454,United Air Lines Inc.
2013,1,15,1828,1835,2127,2128,B6,527,N633JB,EWR,MCO,140,937,JetBlue Airways
2013,1,15,1829,1820,2023,2005,AA,353,N3CRAA,LGA,ORD,127,733,American Airlines Inc.
2013,1,15,1831,1835,2157,2212,DL,1643,N3756,JFK,SEA,357,2422,Delta Air Lines Inc.
2013,1,15,1831,1805,2016,1935,WN,389,N294WN,LGA,MDW,130,725,Southwest Airlines Co.
2013,1,15,1833,1840,2033,2020,MQ,3730,N515MQ,EWR,ORD,134,719,Envoy Air
2013,1,15,1838,1600,2043,1736,UA,627,N843UA,EWR,ORD,133,719,United Air Lines Inc.
2013,1,15,1842,1850,2045,2050,AA,2019,N560AA,LGA,STL,153,888,American Airlines Inc.
2013,1,15,1842,1846,2009,2019,B6,130,N206JB,JFK,BUF,66,301,JetBlue Airways
2013,1,15,1842,1845,2146,2221,DL,2190,N365NW,JFK,MIA,164,1089,Delta Air Lines Inc.
2013,1,15,1842,1845,2030,2030,MQ,4517,N711MQ,LGA,CRW,79,444,Envoy Air
2013,1,15,1844,1845,2131,2137,9E,3369,N905XJ,JFK,MSY,202,1182,Endeavor Air Inc.
2013,1,15,1845,1900,2133,2134,FL,645,N928AT,LGA,ATL,130,762,AirTran Airways Corporation
2013,1,15,1848,1858,2055,2055,EV,5038,N611QX,LGA,BHM,143,866,ExpressJet Airlines Inc.
2013,1,15,1848,1856,2211,2204,UA,891,N498UA,LGA,IAH,230,1416,United Air Lines Inc.
2013,1,15,1849,1850,2134,2212,DL,2159,N399DA,JFK,MCO,136,944,Delta Air Lines Inc.
2013,1,15,1849,1855,2128,2142,DL,951,N1608,JFK,ATL,129,760,Delta Air Lines Inc.
2013,1,15,1850,1900,2126,2105,EV,4227,N11544,EWR,GRR,88,605,ExpressJet Airlines Inc.
2013,1,15,1850,1855,2327,2355,AA,1613,N5BTAA,JFK,SJU,192,1598,American Airlines Inc.
2013,1,15,1850,1900,1957,2012,US,2140,N947UW,LGA,BOS,34,184,US Airways Inc.
2013,1,15,1850,1900,2028,2040,UA,954,N470UA,EWR,ORD,122,719,United Air Lines Inc.
2013,1,15,1850,1850,2213,2240,VX,29,N843VA,JFK,SFO,353,2586,Virgin America
2013,1,15,1852,1645,2103,1853,EV,4997,N713EV,EWR,DTW,93,488,ExpressJet Airlines Inc.
2013,1,15,1852,1900,2047,2033,EV,5683,N15985,EWR,BNA,139,748,ExpressJet Airlines Inc.
2013,1,15,1852,1900,2012,2018,EV,5714,N829AS,JFK,IAD,53,228,ExpressJet Airlines Inc.
2013,1,15,1852,1855,2149,2210,DL,2391,N316US,JFK,TPA,156,1005,Delta Air Lines Inc.
2013,1,15,1854,1900,2043,2057,9E,3368,N600LR,JFK,PIT,73,340,Endeavor Air Inc.
2013,1,15,1855,1904,2104,2109,EV,4175,N29906,EWR,CLT,102,529,ExpressJet Airlines Inc.
2013,1,15,1855,1900,2225,2301,DL,1465,N712TW,JFK,SFO,352,2586,Delta Air Lines Inc.
2013,1,15,1855,1900,2150,2238,DL,87,N713TW,JFK,LAX,325,2475,Delta Air Lines Inc.
2013,1,15,1855,1900,2014,2015,US,2187,N702UW,LGA,DCA,57,214,US Airways Inc.
2013,1,15,1856,1900,2038,2051,DL,1255,N358NB,LGA,PIT,69,335,Delta Air Lines Inc.
2013,1,15,1857,1904,2029,2026,EV,4131,N11189,EWR,RIC,56,277,ExpressJet Airlines Inc.
2013,1,15,1859,1905,2126,2113,EV,4543,N14153,EWR,DSM,174,1017,ExpressJet Airlines Inc.
2013,1,15,1900,1710,2227,2015,AA,695,N3DUAA,JFK,AUS,242,1521,American Airlines Inc.
2013,1,15,1900,1859,2227,2247,B6,179,N564JB,JFK,PHX,300,2153,JetBlue Airways
2013,1,15,1900,1900,2146,2146,DL,947,N698DL,LGA,ATL,129,762,Delta Air Lines Inc.
2013,1,15,1900,1859,2235,2229,UA,1054,N37434,EWR,SFO,354,2565,United Air Lines Inc.
2013,1,15,1901,1905,2045,2040,WN,981,N451WN,LGA,MKE,137,738,Southwest Airlines Co.
2013,1,15,1905,1910,2231,2215,AA,2075,N599AA,EWR,DFW,227,1372,American Airlines Inc.
2013,1,15,1906,1820,2135,2115,B6,711,N535JB,JFK,LAS,305,2248,JetBlue Airways
2013,1,15,1907,1905,2158,2225,AA,21,N336AA,JFK,LAX,332,2475,American Airlines Inc.
2013,1,15,1908,1915,2149,2137,EV,4085,N10156,EWR,OMA,193,1134,ExpressJet Airlines Inc.
2013,1,15,1909,1910,2241,2231,B6,87,N595JB,JFK,SLC,302,1990,JetBlue Airways
2013,1,15,1910,1915,2155,2212,B6,155,N534JB,JFK,MCO,141,944,JetBlue Airways
2013,1,15,1912,1915,2142,2230,DL,1729,N3766,JFK,LAS,302,2248,Delta Air Lines Inc.
2013,1,15,1912,1920,2206,2246,DL,83,N377DA,JFK,FLL,156,1069,Delta Air Lines Inc.
2013,1,15,1914,1915,2101,2111,9E,3525,N901XJ,JFK,ORD,142,740,Endeavor Air Inc.
2013,1,15,1914,1920,2048,2100,AA,359,N3APAA,LGA,ORD,130,733,American Airlines Inc.
2013,1,15,1918,1925,2209,2229,DL,1485,N908DE,LGA,MCO,148,950,Delta Air Lines Inc.
2013,1,15,1919,1920,2222,2315,DL,1345,N3765,JFK,PHX,285,2153,Delta Air Lines Inc.
2013,1,15,1919,1925,2231,2235,DL,2370,N323NB,LGA,PBI,161,1035,Delta Air Lines Inc.
2013,1,15,1920,1925,2234,2247,DL,2139,N934DL,LGA,MIA,159,1096,Delta Air Lines Inc.
2013,1,15,1921,1920,2246,2258,DL,6,N3746H,JFK,SLC,289,1990,Delta Air Lines Inc.
2013,1,15,1922,1855,2113,2100,MQ,4649,N0EGMQ,LGA,MSP,154,1020,Envoy Air
2013,1,15,1923,1930,2123,2131,EV,4532,N11119,EWR,CHS,101,628,ExpressJet Airlines Inc.
2013,1,15,1924,1925,2107,2045,9E,4127,N8923A,JFK,IAD,68,228,Endeavor Air Inc.
2013,1,15,1924,1930,2242,2243,DL,1435,N917DL,LGA,TPA,161,1010,Delta Air Lines Inc.
2013,1,15,1925,1930,2230,2248,DL,1854,N332NW,LGA,FLL,156,1076,Delta Air Lines Inc.
2013,1,15,1926,1930,2113,2115,EV,3274,N13969,LGA,CLE,76,419,ExpressJet Airlines Inc.
2013,1,15,1928,1930,2126,2151,9E,3798,N8896A,JFK,CLT,94,541,Endeavor Air Inc.
2013,1,15,1928,1935,2241,2240,AA,791,N3ANAA,LGA,DFW,228,1389,American Airlines Inc.
2013,1,15,1929,1930,2232,2213,DL,1715,N369NB,LGA,MSY,199,1183,Delta Air Lines Inc.
2013,1,15,1929,1935,2240,2233,UA,1416,N17730,EWR,IAH,219,1400,United Air Lines Inc.
2013,1,15,1931,1940,2105,2100,WN,633,N226WN,EWR,MDW,129,711,Southwest Airlines Co.
2013,1,15,1936,1940,2239,2240,AA,1787,N3ENAA,JFK,TPA,165,1005,American Airlines Inc.
2013,1,15,1936,1940,2234,2249,B6,381,N606JB,LGA,FLL,152,1076,JetBlue Airways
2013,1,15,1937,1935,2127,2145,9E,3899,N8980A,JFK,CLE,83,425,Endeavor Air Inc.
2013,1,15,1940,1945,2109,2105,EV,4108,N13949,EWR,IAD,59,212,ExpressJet Airlines Inc.
2013,1,15,1941,1945,2217,2241,9E,3314,N913XJ,JFK,JAX,122,828,Endeavor Air Inc.
2013,1,15,1942,1936,2124,2056,EV,5693,N833AS,LGA,IAD,62,229,ExpressJet Airlines Inc.
2013,1,15,1942,1910,2128,2055,MQ,4569,N734MQ,LGA,RDU,79,431,Envoy Air
2013,1,15,1943,1955,2245,2310,AA,1709,N3HLAA,LGA,MIA,153,1096,American Airlines Inc.
2013,1,15,1947,1700,2241,1950,AA,575,N5EGAA,JFK,EGE,265,1747,American Airlines Inc.
2013,1,15,1948,1940,2129,2125,MQ,3783,N516MQ,JFK,CMH,86,483,Envoy Air
2013,1,15,1951,1950,2310,2335,B6,645,N627JB,JFK,SFO,350,2586,JetBlue Airways
2013,1,15,1951,2000,2122,2117,US,2189,N770UW,LGA,DCA,57,214,US Airways Inc.
2013,1,15,1952,2000,2038,2101,EV,4309,N16546,EWR,ALB,29,143,ExpressJet Airlines Inc.
2013,1,15,1952,2000,2108,2114,US,2142,N957UW,LGA,BOS,33,184,US Airways Inc.
2013,1,15,1952,2000,2121,2139,UA,1574,N36247,EWR,CLE,73,404,United Air Lines Inc.
2013,1,15,1953,1940,2103,2106,9E,4091,N8974C,JFK,BWI,45,184,Endeavor Air Inc.
2013,1,15,1953,2000,2124,2147,9E,3320,N920XJ,JFK,BUF,63,301,Endeavor Air Inc.
2013,1,15,1953,2000,2138,2139,UA,695,N489UA,LGA,ORD,132,733,United Air Lines Inc.
2013,1,15,1954,2005,2221,2230,9E,4033,N8646A,LGA,TYS,109,647,Endeavor Air Inc.
2013,1,15,1954,2000,2247,2312,B6,801,N552JB,JFK,FLL,148,1069,JetBlue Airways
2013,1,15,1954,2000,2249,2305,B6,21,N709JB,JFK,TPA,157,1005,JetBlue Airways
2013,1,15,1955,1935,2313,2207,EV,4333,N14168,EWR,TUL,225,1215,ExpressJet Airlines Inc.
2013,1,15,1956,2000,2250,2319,UA,1578,N76515,EWR,MIA,156,1085,United Air Lines Inc.
2013,1,15,1957,1935,15,2220,EV,4204,N16149,EWR,OKC,284,1325,ExpressJet Airlines Inc.
2013,1,15,1957,2000,2249,2243,DL,1147,N665DN,LGA,ATL,123,762,Delta Air Lines Inc.
2013,1,15,1957,2000,2100,2143,DL,402,N339NB,JFK,BOS,31,187,Delta Air Lines Inc.
2013,1,15,1957,2000,2246,2329,VX,415,N635VA,JFK,LAX,323,2475,Virgin America
2013,1,15,1958,2000,2213,2208,EV,3822,N13992,EWR,TYS,111,631,ExpressJet Airlines Inc.
2013,1,15,1958,2000,2214,2208,EV,4536,N16911,EWR,CVG,111,569,ExpressJet Airlines Inc.
2013,1,15,1959,1959,2150,2144,MQ,4423,N836MQ,JFK,RDU,85,427,Envoy Air
2013,1,15,2001,2005,2132,2133,EV,4224,N14562,EWR,MKE,133,725,ExpressJet Airlines Inc.
2013,1,15,2003,2000,2211,2224,9E,3439,N906XJ,JFK,CVG,108,589,Endeavor Air Inc.
2013,1,15,2003,2005,2243,2259,UA,1692,N87527,EWR,MCO,144,937,United Air Lines Inc.
2013,1,15,2006,2015,2218,2210,MQ,4555,N723MQ,LGA,CMH,90,479,Envoy Air
2013,1,15,2013,1943,2127,2053,EV,4312,N11565,EWR,DCA,53,199,ExpressJet Airlines Inc.
2013,1,15,2015,1920,2157,2121,9E,3373,N926XJ,JFK,RDU,80,427,Endeavor Air Inc.
2013,1,15,2015,2015,2119,2130,AA,1762,N3EKAA,JFK,BOS,34,187,American Airlines Inc.
2013,1,15,2017,2020,2307,2245,MQ,4662,N6EAMQ,LGA,ATL,125,762,Envoy Air
2013,1,15,2018,2030,2213,2206,FL,354,N996AT,LGA,CAK,70,397,AirTran Airways Corporation
2013,1,15,2020,2030,2343,2350,B6,1069,N283JB,JFK,AUS,242,1521,JetBlue Airways
2013,1,15,2021,2029,2118,2140,9E,3609,N8976E,JFK,PHL,32,94,Endeavor Air Inc.
2013,1,15,2021,2025,2329,2331,UA,226,N414UA,EWR,DFW,231,1372,United Air Lines Inc.
2013,1,15,2022,2029,2221,2233,EV,4348,N23139,EWR,MSP,164,1008,ExpressJet Airlines Inc.
2013,1,15,2023,2025,2317,2329,UA,771,N525UA,JFK,LAX,326,2475,United Air Lines Inc.
2013,1,15,2025,2030,2305,2337,UA,489,N849UA,EWR,PBI,143,1023,United Air Lines Inc.
2013,1,15,2028,2000,2213,2137,EV,4106,N13908,EWR,GSO,89,445,ExpressJet Airlines Inc.
2013,1,15,2030,2035,2126,2154,UA,1243,N36207,EWR,BOS,32,200,United Air Lines Inc.
2013,1,15,2035,2045,2213,2225,AA,371,N559AA,LGA,ORD,123,733,American Airlines Inc.
2013,1,15,2035,2045,2123,2154,B6,1178,N249JB,EWR,BOS,33,200,JetBlue Airways
2013,1,15,2038,2040,2352,2345,B6,629,N187JB,JFK,HOU,234,1428,JetBlue Airways
2013,1,15,2040,2005,2239,2204,EV,4133,N16961,EWR,GSP,108,594,ExpressJet Airlines Inc.
2013,1,15,2040,2045,2309,2310,B6,115,N334JB,JFK,MSY,190,1182,JetBlue Airways
2013,1,15,2041,2046,2305,2318,EV,4645,N19554,EWR,JAX,131,820,ExpressJet Airlines Inc.
2013,1,15,2042,2045,2201,2216,9E,3395,N929XJ,JFK,DCA,58,213,Endeavor Air Inc.
2013,1,15,2047,2100,2330,2349,B6,399,N809JB,LGA,MCO,140,950,JetBlue Airways
2013,1,15,2049,2100,2213,2211,US,2191,N715UW,LGA,DCA,59,214,US Airways Inc.
2013,1,15,2050,2035,126,126,UA,1071,N73283,EWR,BQN,190,1585,United Air Lines Inc.
2013,1,15,2050,2100,2216,2220,MQ,3744,N527MQ,EWR,ORD,124,719,Envoy Air
2013,1,15,2051,2100,2150,2207,US,2144,N956UW,LGA,BOS,34,184,US Airways Inc.
2013,1,15,2053,2055,2256,2250,MQ,4573,N719MQ,LGA,DTW,95,502,Envoy Air
2013,1,15,2054,2107,2323,2322,EV,3819,N14977,EWR,SDF,125,642,ExpressJet Airlines Inc.
2013,1,15,2054,2058,2148,2207,B6,1020,N708JB,JFK,BOS,32,187,JetBlue Airways
2013,1,15,2054,2100,4,31,DL,2363,N727TW,JFK,LAX,336,2475,Delta Air Lines Inc.
2013,1,15,2054,2100,2225,2225,WN,530,N452WN,LGA,MDW,128,725,Southwest Airlines Co.
2013,1,15,2055,2105,2218,2217,EV,4119,N11193,EWR,RIC,57,277,ExpressJet Airlines Inc.
2013,1,15,2055,2100,2235,2235,MQ,4507,N846MQ,LGA,RDU,78,431,Envoy Air
2013,1,15,2058,2042,2256,2231,EV,3833,N15910,EWR,STL,159,872,ExpressJet Airlines Inc.
2013,1,15,2059,2100,2255,2250,MQ,4584,N504MQ,LGA,CLT,94,544,Envoy Air
2013,1,15,2108,2035,2202,2142,EV,4695,N11539,EWR,MHT,37,209,ExpressJet Airlines Inc.
2013,1,15,2111,2005,2359,2311,UA,754,N853UA,EWR,TPA,150,997,United Air Lines Inc.
2013,1,15,2118,2125,2251,2250,MQ,4660,N524MQ,LGA,BNA,131,764,Envoy Air
2013,1,15,2122,2125,2211,2224,EV,4404,N14573,EWR,PVD,28,160,ExpressJet Airlines Inc.
2013,1,15,2122,2130,2207,2225,EV,4619,N16976,EWR,PHL,26,80,ExpressJet Airlines Inc.
2013,1,15,2127,2129,2230,2231,EV,4088,N15555,EWR,DCA,48,199,ExpressJet Airlines Inc.
2013,1,15,2129,2135,23,36,B6,11,N509JB,JFK,FLL,150,1069,JetBlue Airways
2013,1,15,2129,2135,21,24,B6,43,N789JB,JFK,MCO,141,944,JetBlue Airways
2013,1,15,2134,2125,2225,2234,UA,1066,N37290,EWR,BOS,34,200,United Air Lines Inc.
2013,1,15,2141,2125,2252,2240,MQ,4449,N840MQ,JFK,DCA,52,213,Envoy Air
2013,1,15,2148,2159,2243,2306,EV,4322,N13566,EWR,PWM,43,284,ExpressJet Airlines Inc.
2013,1,15,2151,2159,2249,2300,EV,4519,N16183,EWR,BWI,38,169,ExpressJet Airlines Inc.
2013,1,15,2153,2135,102,50,AA,185,N339AA,JFK,LAX,344,2475,American Airlines Inc.
2013,1,15,2202,2040,112,2357,B6,677,N636JB,JFK,LAX,344,2475,JetBlue Airways
2013,1,15,2204,2159,2302,2316,DL,2155,N312US,LGA,PWM,41,269,Delta Air Lines Inc.
2013,1,15,2213,2159,2313,2315,EV,4162,N26545,EWR,BTV,45,266,ExpressJet Airlines Inc.
2013,1,15,2241,2250,2332,2359,B6,608,N247JB,JFK,PWM,41,273,JetBlue Airways
2013,1,15,2247,2250,2340,2354,B6,1018,N706JB,JFK,BOS,34,187,JetBlue Airways
2013,1,15,2249,2253,8,15,B6,112,N655JB,JFK,BUF,58,301,JetBlue Airways
2013,1,15,2250,2130,146,25,B6,383,N656JB,LGA,FLL,154,1076,JetBlue Airways
2013,1,15,2250,2250,10,7,B6,30,N239JB,JFK,ROC,55,264,JetBlue Airways
2013,1,15,2250,2249,5,2357,B6,22,N206JB,JFK,SYR,45,209,JetBlue Airways
2013,1,15,2304,2245,1,2357,B6,128,N779JB,JFK,BTV,43,266,JetBlue Airways
2013,1,15,2348,2359,416,437,B6,727,N635JB,JFK,BQN,192,1576,JetBlue Airways
2013,1,15,2356,2359,439,444,B6,739,N547JB,JFK,PSE,202,1617,JetBlue Airways
2013,1,15,,1329,,1526,EV,3840,N14977,EWR,MEM,,946,ExpressJet Airlines Inc.
2013,1,15,,2000,,2125,EV,4412,N16151,EWR,BUF,,282,ExpressJet Airlines Inc.
2013,1,15,,1629,,1832,EV,4411,N14916,EWR,MEM,,946,ExpressJet Airlines Inc.
2013,1,15,,730,,1040,AA,715,N556AA,LGA,DFW,,1389,American Airlines Inc.
2013,1,15,,835,,1150,AA,717,N3ANAA,LGA,DFW,,1389,American Airlines Inc.
2013,1,15,,920,,1245,AA,721,N553AA,LGA,DFW,,1389,American Airlines Inc.
2013,1,15,,1330,,1640,AA,753,N3BWAA,LGA,DFW,,1389,American Airlines Inc.
2013,1,15,,1535,,1850,AA,763,N3JEAA,LGA,DFW,,1389,American Airlines Inc.
2013,1,15,,920,,1240,AA,1589,N477AA,EWR,DFW,,1372,American Airlines Inc.
2013,1,15,,730,,1040,AA,2083,N4YRAA,EWR,DFW,,1372,American Airlines Inc.
2013,1,15,,1359,,1656,UA,424,,EWR,PBI,,1023,United Air Lines Inc.
2013,1,15,,645,,952,UA,719,,EWR,DFW,,1372,United Air Lines Inc.
2013,1,15,,705,,1035,VX,399,N626VA,JFK,LAX,,2475,Virgin America
2013,1,16,2,2125,119,2250,MQ,4660,N504MQ,LGA,BNA,121,764,Envoy Air
2013,1,16,3,1946,212,2154,EV,4536,N16987,EWR,CVG,111,569,ExpressJet Airlines Inc.
2013,1,16,456,500,730,648,US,1117,N543UW,EWR,CLT,96,529,US Airways Inc.
2013,1,16,535,540,1027,1017,B6,725,N568JB,JFK,BQN,193,1576,JetBlue Airways
2013,1,16,544,540,908,850,AA,1141,N5EEAA,JFK,MIA,153,1089,American Airlines Inc.
2013,1,16,552,600,920,904,B6,371,N529JB,LGA,FLL,159,1076,JetBlue Airways
2013,1,16,552,600,1048,925,UA,303,N510UA,JFK,SFO,366,2586,United Air Lines Inc.
2013,1,16,555,600,859,815,FL,345,N981AT,LGA,ATL,128,762,AirTran Airways Corporation
2013,1,16,555,600,920,859,B6,507,N516JB,EWR,FLL,153,1065,JetBlue Airways
2013,1,16,555,600,917,825,MQ,4650,N530MQ,LGA,ATL,139,762,Envoy Air
2013,1,16,556,600,920,906,B6,125,N634JB,JFK,FLL,157,1069,JetBlue Airways
2013,1,16,556,600,711,658,US,1833,N961UW,JFK,PHL,41,94,US Airways Inc.
2013,1,16,557,600,720,659,US,2161,N757UW,LGA,DCA,47,214,US Airways Inc.
2013,1,16,558,600,900,800,EV,4911,N712EV,EWR,DTW,107,488,ExpressJet Airlines Inc.
2013,1,16,558,600,754,709,B6,380,N198JB,EWR,BOS,77,200,JetBlue Airways
2013,1,16,600,600,952,910,AA,707,N3JPAA,LGA,DFW,242,1389,American Airlines Inc.
2013,1,16,600,600,936,912,B6,135,N562JB,JFK,RSW,177,1074,JetBlue Airways
2013,1,16,600,601,942,918,UA,1030,N41140,JFK,LAX,356,2475,United Air Lines Inc.
2013,1,16,601,600,734,724,EV,6055,N14907,LGA,IAD,52,229,ExpressJet Airlines Inc.
2013,1,16,603,600,802,703,US,2114,N756US,LGA,BOS,59,184,US Airways Inc.
2013,1,16,605,610,1002,915,AA,1837,N3HEAA,LGA,MIA,161,1096,American Airlines Inc.
2013,1,16,607,610,1103,1051,B6,709,N658JB,JFK,SJU,194,1598,JetBlue Airways
2013,1,16,608,610,915,902,B6,145,N569JB,JFK,PBI,145,1028,JetBlue Airways
2013,1,16,612,600,818,759,DL,731,N368NB,LGA,DTW,92,502,Delta Air Lines Inc.
2013,1,16,615,615,905,855,9E,3856,N232PQ,JFK,ATL,131,760,Endeavor Air Inc.
2013,1,16,616,600,807,715,EV,5716,N836AS,JFK,IAD,51,228,ExpressJet Airlines Inc.
2013,1,16,617,615,928,842,DL,575,N346NB,EWR,ATL,127,746,Delta Air Lines Inc.
2013,1,16,617,615,842,820,US,1791,N769US,JFK,CLT,108,541,US Airways Inc.
2013,1,16,618,610,958,910,AA,1895,N5EJAA,EWR,MIA,164,1085,American Airlines Inc.
2013,1,16,622,610,922,818,EV,4941,N718EV,EWR,MSP,155,1008,ExpressJet Airlines Inc.
2013,1,16,623,630,849,831,US,1125,N108UW,EWR,CLT,100,529,US Airways Inc.
2013,1,16,625,600,812,716,EV,4201,N14173,EWR,IAD,49,212,ExpressJet Airlines Inc.
2013,1,16,625,601,825,725,EV,4252,N15572,EWR,MKE,142,725,ExpressJet Airlines Inc.
2013,1,16,626,630,905,843,US,1433,N558UW,LGA,CLT,103,544,US Airways Inc.
2013,1,16,626,610,821,735,WN,3839,N241WN,EWR,MDW,134,711,Southwest Airlines Co.
2013,1,16,627,630,919,830,MQ,4576,N526MQ,LGA,CLT,103,544,Envoy Air
2013,1,16,628,630,842,810,B6,905,N216JB,JFK,ORD,143,740,JetBlue Airways
2013,1,16,629,635,1026,934,B6,983,N663JB,LGA,TPA,164,1010,JetBlue Airways
2013,1,16,630,631,823,741,B6,1002,N793JB,JFK,BOS,72,187,JetBlue Airways
2013,1,16,631,607,926,819,EV,4150,N14953,EWR,CVG,118,569,ExpressJet Airlines Inc.
2013,1,16,632,625,836,730,WN,3127,N909WN,EWR,BWI,44,169,Southwest Airlines Co.
2013,1,16,634,630,1136,1140,AA,413,N3FXAA,JFK,SJU,196,1598,American Airlines Inc.
2013,1,16,635,608,916,725,UA,541,N837UA,EWR,BOS,81,200,United Air Lines Inc.
2013,1,16,636,605,908,805,MQ,4401,N713MQ,LGA,DTW,108,502,Envoy Air
